date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-08-07;BIA;MRS;J90;2026-11-05;80;typical;80;250;EUR
2026-08-07;BIA;MRS;J7;2026-08-14;234;typical;160;240;EUR
