date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-08-07;TLS;FSC;J90;2026-11-05;166;typical;105;390;EUR
2026-08-07;TLS;FSC;J7;2026-08-14;130;typical;120;325;EUR
