date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-08-07;AJA;CDG;J90;2026-11-05;193;typical;170;350;EUR
2026-08-07;AJA;CDG;J7;2026-08-14;199;typical;100;305;EUR
