date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-08-07;NCE;BIA;J90;2026-11-05;119;typical;75;255;EUR
2026-08-07;NCE;BIA;J7;2026-08-14;228;high;130;225;EUR
