date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-08-07;CLY;ORY;J90;2026-11-05;93;low;110;260;EUR
2026-08-07;CLY;ORY;J7;2026-08-14;284;typical;170;450;EUR
